"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37"
"31",13.0108866290104,169.362611966792,1000.20392330063,2568.3798564583,4163.38813680465,5546.06120221057,6720.17142842662,7727.68924503783,8606.29158838656,9384.49200234709,10083.2416736678,10718.0119846072,11300.4005122389,11839.2540137266,12341.4383320559,12812.3686267064,13256.3793724172,13676.986722298,14077.077660377,14459.0485918224,14824.9084496274,15176.3565043449,15514.8418651225,15841.6095399743,16157.7364966599,16464.1601914393,16761.7013581885,17051.0823764382,17332.942199662,17607.8485821799,17876.3081659531,18138.7748580391,18395.6568323027,18647.3224159184,18894.1050657589,19136.307597334,19374.2057962056
"32",11.7413176610545,157.013581093279,989.744917032473,2619.04061868792,4269.85802230079,5686.83629433877,6880.2932626094,7898.058462585,8781.34000013233,9560.70573803972,10258.3304814324,10890.4401627088,11469.1138663293,12003.5152398373,12500.724367408,12966.3046525712,13404.69521084,13819.487326693,14213.6227161346,14589.538147919,14949.2726292479,15294.5480277461,15626.8305450738,15947.3781824477,16257.2778167272,16557.4744719411,16848.7946581238,17131.9651504579,17407.6282279278,17676.3541365598,17938.6513575965,18194.9751251454,18445.7345369531,18691.2985262455,18932.0009052451,19168.1446471614,19400.0055397087
"33",10.5928885272062,145.299641750463,978.975922220858,2671.70939654741,4379.4400725879,5830.38365084891,7042.41640420204,8069.63065300255,8956.88433211481,9736.82224357396,10432.8359317843,11061.8915842916,11636.5352065485,12166.2345223481,12658.2731730671,13118.3540699211,13551.0138652691,13959.9131931524,14348.043776424,14717.8788639103,15071.4843248368,15410.6019494106,15736.7127903251,16051.0859513579,16354.816613894,16648.8559999052,16934.035219603,17211.0844288854,17480.6483518915,17743.2989590953,17999.5458993151,18249.8451431479,18494.6061909033,18734.1981199015,18968.9546868701,19199.1786560702,19425.1454890875
"34",9.55454534387331,134.221451748214,967.891481597,2726.45299020171,4492.14188017615,5976.62700863948,7206.41854668224,8242.26750021518,9132.78739381976,9912.71420753599,10606.6446126845,11232.2681795884,11802.5818668881,12327.3439364824,12814.0305420243,13268.4752067068,13695.3049683014,14098.2440423602,14480.3294796388,14844.0671875867,15191.546753724,15524.527285807,15844.5025135569,16152.7508165999,16450.3741359346,16738.3285768075,17017.4487243252,17288.467146606,17552.0301750471,17808.7107760985,18059.0191298795,18303.4113852929,18542.2969535066,18776.0446210917,19004.9877032945,19229.4284115994,19449.6415741635
"35",8.61614997034433,123.775356709749,956.486403840564,2783.33864257655,4607.9642480815,6125.4830357557,7372.17343810828,8415.82991936087,9308.9135866727,10088.2574474208,10779.6471374528,11401.4763436369,11967.1757722191,12486.7800652121,12967.946556142,13416.6303764103,13837.5417859618,14234.4628523901,14610.4713388352,14968.1020639226,15309.4652663947,15636.3348415364,15950.2150932432,16252.3919165449,16543.972528181,16825.9166578556,17099.061291194,17364.1404863386,17621.8013861232,17872.6172627376,18117.0982260916,18355.7000768518,18588.8316741727,18816.8611053452,19040.1208821974,19258.9123416269,19473.5093912551
"36",7.76842142908353,113.953640944614,944.755808161618,2842.43382746479,4726.90093212071,6276.86160492588,7539.55139129734,8590.17855813234,9485.12929873118,10263.331178521,10951.7383000144,11569.4269993863,12130.2434311976,12644.4839412119,13119.9754929675,13562.7857622568,13977.7010890319,14368.5557245527,14738.4636076392,15089.9848051089,15425.2472235473,15746.0370954042,16053.8672700099,16350.0294653959,16635.6347521517,16911.6452818269,17178.8994170344,17438.1318296997,17689.9897198066,17935.0460126128,18173.8101803217,18406.7371796609,18634.2348829074,18856.6702950226,19074.374785704,19287.6485166609,19496.7642072737
"37",7.00287768805586,104.744846296541,932.695172695773,2903.80601654343,4848.93842098905,6430.66611078745,7708.41980400843,8765.17428261667,9661.30327235644,10437.8182535282,11122.8172033475,11736.035638456,12291.7159117368,12800.4009760233,13270.0757238178,13706.9112960777,14115.7630217434,14500.5117487163,14864.3031472097,15209.718962778,15538.9018761159,15853.6480899297,16155.4770466637,16445.6846642634,16725.3845078063,16995.5400043302,17256.9899204584,17510.4687110906,17756.6229199331,17996.0245094354,18229.181779783,18456.5483780483,18678.5307819153,18895.4945555943,19107.7696103281,19315.654652431,19519.4209639552
"38",6.31177862005399,96.1341458246255,920.300386899438,2967.52242517807,4974.05575762116,6586.79382757288,7878.6436843867,8940.67864457161,9837.30694377575,10611.6053731479,11292.7873622064,11901.2223409535,12451.5288005098,12954.4808777976,13418.2096043305,13848.9805328208,14251.7109686328,14630.3228687116,14987.9892947039,15327.3102027326,15650.4402484529,15959.183324396,16255.0635919284,16539.3796159429,16813.2461593703,17077.6268344135,17333.3598887862,17581.178774307,17821.7287050482,18055.5801007133,18283.2395874588,18505.1590660774,18721.7432382053,18933.3558926398,19140.3251873918,19342.9481127559,19541.4942822085
"39",5.68807075777855,88.1037578203698,907.567808119144,3033.64973714244,5102.22440489164,6745.13630356255,8050.08617707384,9116.55432746388,10013.0147538019,10784.5832682665,11461.5567813199,12064.9117757997,12609.6221479341,13106.6775589372,13564.3433586131,13988.9705216338,14385.531420285,14757.9837483704,15109.5237336423,15442.7661824432,15759.8750248324,16062.6596515216,16352.6471479011,16631.1372433639,16899.2446646665,17157.9321744322,17408.0366279259,17650.2897317741,17885.3347362392,18113.7399733552,18336.0099246027,18552.5943360348,18763.8957771398,18970.275949523,19172.0609838883,19369.5459126632,19562.9984665687
"40",5.12533429758274,80.6333851760728,894.49432249006,3102.2538086603,5233.40815819955,6905.57978822193,8222.60908559912,9292.66556898919,10188.3044293099,10956.6468544179,11629.0380103658,12227.033183029,12765.940400055,13256.9490348994,13708.4469580537,14126.8616743808,14517.2138386325,14883.4916386917,15228.91036652,15556.0964315417,15867.2204394058,16164.095177806,16448.2489412288,16720.9812116652,16983.4055078819,17236.48276309,17481.0476151174,17717.8293263057,17947.4685871438,18170.5311311031,18387.5188547315,18598.8789680959,18805.0115768733,19006.276005699,19202.9961037574,19395.4647217384,19583.9475097412
"41",4.61773266670952,73.7006654592753,881.077410292907,3173.39935248499,5367.56310691055,7068.0056876292,8396.07338692853,9468.87855818845,10363.0572353783,11127.6953594797,11795.1481770919,12387.5203395329,12920.4323187087,13405.2573153637,13850.4939957898,14262.6376323797,14646.7505224113,15006.8462465758,15346.1551899658,15667.3122355022,15972.4921697095,16263.5091675845,16541.8910979861,16808.9358538445,17065.754635692,17313.3056215601,17552.4204544387,17783.8252952906,18008.1577160408,18225.980373707,18437.7921690342,18644.0374211031,18845.1134636256,19041.3769756113,19233.1492895402,19420.7208676838,19604.3550972224
"42",4.15996485558037,67.2816181067379,867.315215864206,3247.14960306366,5504.63764601318,7232.29104357074,8570.33973435659,9645.0618056625,10537.1581982845,11297.6324256773,11959.8090000112,12546.3115097054,13073.0508912953,13551.5682889006,13990.4615577601,14396.2851320864,14774.136473317,15128.0496055135,15461.2661727114,15776.4265226651,16075.7072338029,16360.921950804,16633.5965622222,16895.0260999176,17146.3183966583,17388.4280025914,17622.1828349783,17848.3053372074,18067.4294399309,18280.1142777589,18486.8553731252,18688.0938243929,18884.2239077397,19075.5994081387,19262.5389243854,19445.3303400663,19624.234611988
"43",3.74722062520768,61.3510767766283,853.206622110669,3323.56596418588,5644.57253869567,7398.30903153652,8745.26894526802,9821.08648576255,10710.4962997928,11466.3661870995,12122.9467821262,12703.3493824223,13223.7532314389,13695.851602211,14128.3300911973,14527.7938703849,14899.3692633487,15247.1059485706,15574.2531365892,15883.4537547291,16176.8838910852,16456.3548345177,16723.3890181347,16979.2774095169,17225.1234838121,17461.877342503,17690.3624915725,17911.2970803715,18125.3109105163,18332.959179102,18534.7336750674,18731.0719706134,18922.3650204743,19108.9634865557,19291.1830343793,19469.3087942357,19643.5991392348
"44",3.37513862713775,55.883096911181,838.751329622997,3402.70764088407,5787.30102987991,7565.92947278441,8920.72247066463,9996.82674999125,10882.9646433988,11633.8093240283,12284.4923871528,12858.5809957503,13372.5004717495,13838.0805349389,14264.0832713509,14657.1563700806,15022.4489037715,15364.0215839649,15685.1276407444,15988.4098208113,16276.0415468243,16549.8300180786,16811.2928158147,17061.7157078508,17302.1968803312,17533.6812159693,17756.9871680099,17972.8280538191,18181.829091992,18384.5411567392,18581.4519745991,18772.9953094734,18959.5585514865,19141.4890289684,19319.099291173,19492.6715553962,19662.4614711682
"45",3.03976741669892,50.8513307818098,823.949940315583,3484.63125772972,5932.74901007612,7735.01935565847,9096.56284373805,10172.1600111844,11054.4605933836,11799.8790954562,12444.3811997095,13011.9576507384,13519.2576498399,13978.2318709883,14397.7078671639,14784.3678461354,15143.3777160809,15478.8047734877,15793.9028692132,16091.3119351435,16373.2006604077,16641.370512,16897.3329005004,17142.3673249417,17377.5658082171,17603.867293496,17822.0845826045,18032.9256602349,18237.0107405624,18434.8860181613,18627.0348534975,18813.8869423679,18995.8258869573,19173.1954891938,19346.305014883,19515.4336228143,19680.8341118239
"46",2.73752929718108,46.2293645459623,808.804045434756,3569.39046604764,6080.83522825932,7905.44336143668,9272.65410516347,10346.9671983539,11224.8858876965,11964.4973512178,12602.5530709242,13163.4348155898,13663.9935886818,14116.2857672088,14529.1936065615,14909.426073127,15262.1602053035,15591.4656139853,15900.5935219873,16192.178538456,16468.3826573097,16731.0000604374,16981.5347452671,17221.2589380536,17451.2576798734,17672.4633014878,17885.6823960407,18091.6171508316,18290.8823855987,18484.0192860231,18671.5065670152,18853.7696178278,19031.1880483204,19204.1019580488,19372.8171772399,19537.6096741481,19698.729281916
