130.93023255813955, 242.87558139534886
130.27558139534884, 276.26279069767446
130.93023255813955, 280.8453488372093
131.58488372093024, 313.5779069767442
131.58488372093024, 316.8511627906977
130.93023255813955, 348.9290697674419
130.93023255813955, 354.1662790697675
131.58488372093024, 386.24418604651163
130.93023255813955, 390.82674418604654
130.93023255813955, 422.25000000000006
130.93023255813955, 426.8325581395349
130.27558139534884, 460.2197674418605
130.27558139534884, 462.1837209302326
131.58488372093024, 494.2616279069768
131.58488372093024, 498.84418604651165
131.58488372093024, 531.5767441860465
792.1279069767443, 532.8860465116279
735.1732558139536, 532.8860465116279
729.2813953488372, 532.8860465116279
672.9813953488373, 531.5767441860465
669.7081395348838, 531.5767441860465
616.6813953488372, 530.9220930232558
610.1348837209302, 531.5767441860465
555.1441860465117, 531.5767441860465
549.9069767441861, 531.5767441860465
494.2616279069768, 529.6127906976744
489.0244186046512, 531.5767441860465
433.3790697674419, 532.8860465116279
429.4511627906977, 530.9220930232558
374.46046511627907, 532.2313953488373
367.2593023255814, 531.5767441860465
312.9232558139535, 530.9220930232558
307.6860465116279, 531.5767441860465
252.04069767441862, 531.5767441860465
247.45813953488374, 531.5767441860465
190.50348837209305, 532.2313953488373
185.92093023255816, 532.2313953488373
